trial_id,subj,item,np,onset,n_edits,ld,ReadDur,slen,ldlen,exp
3_17_72,138,24,NP,498,1,0,3916,43,0,2
3_18_49,139,1,Glob,797,3,1,4034,43,0.023255813953488372,2
3_18_50,139,2,NP,1429,2,24,138,44,0.5454545454545454,2
3_18_51,139,3,Glob,233,11,4,2006,47,0.0851063829787234,2
3_18_52,139,4,NP,827,4,0,2450,48,0,2
3_18_53,139,5,Glob,450,2,0,2808,49,0,2
3_18_54,139,6,VP,237,5,9,3875,46,0.1956521739130435,2
3_18_55,139,7,VP,513,16,0,2273,47,0,2
3_18_56,139,8,VP,459,3,0,2691,39,0,2
3_18_57,139,9,Glob,230,3,0,2309,50,0,2
3_18_58,139,10,VP,624,8,5,3303,53,0.09433962264150944,2
3_18_59,139,11,Glob,565,1,0,1643,44,0,2
3_18_60,139,12,Glob,429,7,0,4352,48,0,2
3_18_61,139,13,VP,482,11,0,2473,48,0,2
3_18_62,139,14,NP,188,21,0,3043,41,0,2
3_18_63,139,15,NP,525,0,0,2692,42,0,2
3_18_64,139,16,NP,492,2,0,4617,44,0,2
3_18_65,139,17,Glob,158,2,0,1736,41,0,2
3_18_66,139,18,NP,447,3,1,2102,44,0.022727272727272728,2
3_18_67,139,19,VP,688,5,1,2371,50,0.02,2
3_18_68,139,20,VP,93,9,4,7400,50,0.08,2
3_18_69,139,21,VP,586,1,1,2490,51,0.0196078431372549,2
3_18_70,139,22,Glob,503,0,0,1464,39,0,2
3_18_71,139,23,NP,619,3,0,2574,43,0,2
3_18_72,139,24,NP,503,2,0,1823,43,0,2
3_19_49,140,1,Glob,287,0,0,2964,43,0,2
3_19_50,140,2,Glob,526,7,0,2202,44,0,2
3_19_51,140,3,Glob,143,1,0,2314,47,0,2
3_19_52,140,4,NP,714,1,2,3056,48,0.041666666666666664,2
3_19_53,140,5,VP,611,1,1,3382,49,0.02040816326530612,2
3_19_54,140,6,NP,670,0,0,6220,48,0,2
3_19_55,140,7,Glob,231,0,0,2419,49,0,2
3_19_56,140,8,VP,599,0,0,5837,39,0,2
3_19_57,140,9,Glob,391,0,0,2712,50,0,2
3_19_58,140,10,VP,138,1,3,2775,53,0.05660377358490566,2
3_19_59,140,11,VP,272,1,0,2096,44,0,2
3_19_60,140,12,VP,570,0,0,4623,47,0,2
3_19_61,140,13,NP,926,7,0,7494,49,0,2
3_19_62,140,14,Glob,775,0,0,4488,41,0,2
3_19_63,140,15,Glob,613,2,2,3892,43,0.046511627906976744,2
3_19_64,140,16,NP,580,0,0,2766,44,0,2
3_19_65,140,17,VP,262,3,1,3934,42,0.023809523809523808,2
3_19_66,140,18,NP,584,2,0,3597,44,0,2
3_19_67,140,19,VP,899,2,1,8239,50,0.02,2
3_19_68,140,20,NP,844,1,1,6240,47,0.02127659574468085,2
3_19_69,140,21,NP,647,1,0,5420,52,0,2
3_19_70,140,22,VP,143,0,0,1779,40,0,2
3_19_71,140,23,NP,565,0,1,4375,43,0.023255813953488372,2
3_19_72,140,24,Glob,822,2,0,6034,43,0,2
3_2_49,141,1,Glob,1148,0,1,7485,43,0.023255813953488372,2
3_2_50,141,2,NP,460,2,0,4490,44,0,2
3_2_51,141,3,VP,1214,6,1,5778,47,0.02127659574468085,2
3_2_52,141,4,VP,722,4,2,3556,48,0.041666666666666664,2
3_2_53,141,5,VP,154,12,4,4023,49,0.08163265306122448,2
3_2_54,141,6,Glob,554,0,0,13049,48,0,2
3_2_55,141,7,NP,223,5,3,3106,47,0.06382978723404255,2
3_2_56,141,8,Glob,700,0,0,3331,41,0,2
3_2_57,141,9,NP,168,15,16,3538,50,0.32,2
3_2_58,141,10,VP,1265,2,33,629,53,0.6226415094339622,2
3_2_59,141,11,Glob,1093,0,0,2160,44,0,2
3_2_60,141,12,Glob,260,0,0,6433,48,0,2
3_2_61,141,13,VP,232,0,0,5146,48,0,2
3_2_62,141,14,Glob,237,2,1,2784,41,0.024390243902439025,2
3_2_63,141,15,NP,731,4,1,8232,42,0.023809523809523808,2
3_2_64,141,16,Glob,871,0,0,2645,44,0,2
3_2_65,141,17,NP,283,0,3,5450,42,0.07142857142857142,2
3_2_66,141,18,NP,455,0,1,7195,44,0.022727272727272728,2
3_2_67,141,19,NP,662,4,0,7986,50,0,2
3_2_68,141,20,NP,409,6,1,10830,47,0.02127659574468085,2
3_2_69,141,21,Glob,190,5,2,3193,52,0.038461538461538464,2
3_2_70,141,22,VP,193,2,0,5863,40,0,2
3_2_71,141,23,VP,537,0,0,5206,43,0,2
3_2_72,141,24,VP,920,9,0,3444,44,0,2
3_20_49,142,1,Glob,690,0,0,2325,43,0,2
3_20_50,142,2,Glob,1059,0,0,3097,44,0,2
3_20_51,142,3,VP,417,0,0,2453,47,0,2
3_20_52,142,4,Glob,832,1,0,2627,48,0,2
3_20_53,142,5,Glob,999,0,0,3997,49,0,2
3_20_54,142,6,NP,776,8,0,2087,48,0,2
3_20_55,142,7,Glob,584,0,0,3554,49,0,2
3_20_56,142,8,NP,686,0,0,2961,39,0,2
3_20_57,142,9,VP,1099,1,0,2733,50,0,2
3_20_58,142,10,VP,428,0,0,3285,53,0,2
3_20_59,142,11,NP,654,0,0,3052,44,0,2
3_20_60,142,12,VP,586,0,0,2823,47,0,2
3_20_61,142,13,Glob,414,0,0,2653,49,0,2
3_20_62,142,14,VP,708,2,0,2617,42,0,2
3_20_63,142,15,VP,856,2,0,2921,42,0,2
3_20_64,142,16,Glob,845,2,0,6010,44,0,2
3_20_65,142,17,VP,605,3,0,2495,42,0,2
3_20_66,142,18,NP,733,0,0,4092,44,0,2
3_20_67,142,19,NP,673,0,1,3046,50,0.02,2
3_20_68,142,20,NP,643,0,1,2524,47,0.02127659574468085,2
3_20_69,142,21,NP,588,4,0,3293,52,0,2
3_20_70,142,22,NP,559,1,0,2871,40,0,2
3_20_71,142,23,Glob,522,1,0,3023,44,0,2
3_20_72,142,24,VP,780,0,0,1976,44,0,2
3_21_49,143,1,VP,1307,10,0,2631,43,0,2
3_21_50,143,2,Glob,624,2,1,1757,44,0.022727272727272728,2
3_21_51,143,3,Glob,1196,2,0,2132,47,0,2
3_21_52,143,4,Glob,821,1,0,1583,48,0,2
3_21_53,143,5,Glob,560,5,0,3203,49,0,2
3_21_54,143,6,Glob,953,0,9,2912,48,0.1875,2
3_21_55,143,7,VP,1022,17,0,2521,47,0,2
3_21_56,143,8,NP,916,0,0,5432,39,0,2
3_21_57,143,9,NP,851,0,2,3257,50,0.04,2
3_21_58,143,10,NP,948,0,0,4985,51,0,2
3_21_59,143,11,Glob,637,0,1,2492,44,0.022727272727272728,2
3_21_60,143,12,VP,1093,1,0,3476,47,0,2
3_21_61,143,13,VP,673,0,0,1656,48,0,2
3_21_62,143,14,VP,1324,7,1,2324,42,0.023809523809523808,2
3_21_63,143,15,VP,1027,7,0,1941,42,0,2
3_21_64,143,16,VP,805,2,30,2227,44,0.6818181818181818,2
3_21_65,143,17,NP,853,5,0,3659,42,0,2
3_21_66,143,18,Glob,889,1,0,1572,44,0,2
3_21_67,143,19,NP,969,0,1,7136,50,0.02,2
3_21_68,143,20,NP,725,17,0,3610,47,0,2
3_21_69,143,21,Glob,511,13,0,9106,52,0,2
3_21_70,143,22,NP,1044,0,0,2652,40,0,2
3_21_71,143,23,VP,987,6,0,5756,43,0,2
3_21_72,143,24,NP,856,7,1,2253,43,0.023255813953488372,2
3_22_49,144,1,Glob,575,0,1,8350,43,0.023255813953488372,2
3_22_50,144,2,VP,946,0,0,7056,44,0,2
3_22_51,144,3,Glob,680,0,0,6263,47,0,2
3_22_52,144,4,Glob,621,2,5,6811,48,0.10416666666666667,2
3_22_53,144,5,VP,531,0,0,8599,49,0,2
3_22_54,144,6,Glob,357,2,0,8044,48,0,2
3_22_55,144,7,NP,782,0,0,8454,47,0,2
3_22_56,144,8,Glob,722,1,0,7508,41,0,2
3_22_57,144,9,Glob,842,0,0,8623,50,0,2
3_22_58,144,10,NP,752,0,0,8238,51,0,2
3_22_59,144,11,VP,713,0,0,5631,44,0,2
3_22_60,144,12,NP,574,0,1,9028,48,0.020833333333333332,2
3_22_61,144,13,VP,684,0,0,8159,48,0,2
3_22_62,144,14,VP,1300,0,0,3968,42,0,2
3_22_63,144,15,NP,593,0,0,6040,42,0,2
3_22_64,144,16,VP,1692,0,0,5215,44,0,2
3_22_65,144,17,NP,867,0,0,6374,42,0,2
3_22_66,144,18,VP,273,0,1,6772,44,0.022727272727272728,2
3_22_67,144,19,Glob,1265,2,0,5937,50,0,2
3_22_68,144,20,Glob,690,1,1,8775,47,0.02127659574468085,2
3_22_69,144,21,VP,659,7,1,5800,51,0.0196078431372549,2
3_22_70,144,22,NP,754,0,0,4923,40,0,2
3_22_71,144,23,NP,696,0,0,5637,43,0,2
3_22_72,144,24,NP,660,0,0,7533,43,0,2
3_23_49,145,1,Glob,783,3,1,11446,43,0.023255813953488372,2
3_23_50,145,2,Glob,917,0,0,9051,44,0,2
3_23_51,145,3,VP,622,13,1,6470,47,0.02127659574468085,2
3_23_52,145,4,VP,600,10,0,11053,48,0,2
3_23_53,145,5,NP,697,8,16,12014,49,0.32653061224489793,2
3_23_54,145,6,Glob,1140,1,2,11175,48,0.041666666666666664,2
3_23_55,145,7,Glob,627,4,1,11825,49,0.02040816326530612,2
3_23_56,145,8,Glob,752,0,0,6713,41,0,2
3_23_57,145,9,VP,659,2,0,12874,50,0,2
3_23_58,145,10,Glob,888,6,1,11379,51,0.0196078431372549,2
3_23_59,145,11,VP,1533,1,1,6909,44,0.022727272727272728,2
3_23_60,145,12,NP,564,4,0,17243,48,0,2
3_23_61,145,13,NP,737,3,4,9573,49,0.08163265306122448,2
3_23_62,145,14,NP,1229,8,1,12868,41,0.024390243902439025,2
3_23_63,145,15,NP,1694,2,4,8801,42,0.09523809523809523,2
3_23_64,145,16,VP,1460,1,8,6884,44,0.18181818181818182,2
3_23_65,145,17,Glob,1192,3,4,9796,41,0.0975609756097561,2
3_23_66,145,18,VP,881,3,2,11207,44,0.045454545454545456,2
3_23_67,145,19,VP,953,9,0,12764,50,0,2
3_23_68,145,20,VP,980,2,6,18907,50,0.12,2
3_23_69,145,21,NP,836,7,2,20452,52,0.038461538461538464,2
3_23_70,145,22,Glob,802,13,15,7631,39,0.38461538461538464,2
3_23_71,145,23,NP,1389,2,4,12518,43,0.09302325581395349,2
3_23_72,145,24,NP,857,9,0,11614,43,0,2
3_24_49,146,1,VP,566,2,1,5042,43,0.023255813953488372,2
3_24_50,146,2,Glob,275,8,0,4459,44,0,2
3_24_51,146,3,NP,348,10,1,4492,47,0.02127659574468085,2
3_24_52,146,4,Glob,469,9,7,2376,48,0.14583333333333334,2
3_24_53,146,5,Glob,254,7,0,6519,49,0,2
3_24_54,146,6,VP,322,11,2,9375,46,0.043478260869565216,2
3_24_55,146,7,VP,266,6,1,3465,47,0.02127659574468085,2
3_24_56,146,8,Glob,626,8,14,3865,41,0.34146341463414637,2
3_24_57,146,9,VP,484,7,2,4417,50,0.04,2
3_24_58,146,10,Glob,263,0,1,11546,51,0.0196078431372549,2
3_24_59,146,11,NP,704,0,5,5755,44,0.11363636363636363,2
3_24_60,146,12,Glob,246,11,3,10917,48,0.0625,2
3_24_61,146,13,NP,250,7,19,2431,49,0.3877551020408163,2
3_24_62,146,14,NP,564,5,0,12382,41,0,2
3_24_63,146,15,Glob,1201,3,2,5798,43,0.046511627906976744,2
3_24_64,146,16,NP,423,0,0,14212,44,0,2
3_24_65,146,17,VP,528,1,0,5323,42,0,2
3_24_66,146,18,VP,865,0,3,4479,44,0.06818181818181818,2
3_24_67,146,19,NP,786,2,3,9974,50,0.06,2
3_24_68,146,20,VP,597,13,16,18716,50,0.32,2
3_24_69,146,21,NP,351,13,2,9380,52,0.038461538461538464,2
3_24_70,146,22,VP,321,2,1,3915,40,0.025,2
3_24_71,146,23,NP,301,5,0,4558,43,0,2
3_24_72,146,24,Glob,663,0,0,9069,43,0,2
3_3_49,147,1,VP,742,0,0,1985,43,0,2
3_3_50,147,2,Glob,829,0,0,5284,44,0,2
3_3_51,147,3,VP,482,2,3,1722,47,0.06382978723404255,2
3_3_52,147,4,NP,545,0,4,3289,48,0.08333333333333333,2
3_3_53,147,5,NP,1295,3,5,9862,49,0.10204081632653061,2
3_3_54,147,6,VP,81,1,1,2889,46,0.021739130434782608,2
3_3_55,147,7,NP,389,0,6,2167,47,0.1276595744680851,2
3_3_56,147,8,Glob,765,0,1,2011,41,0.024390243902439025,2
3_3_57,147,9,Glob,216,0,0,3429,50,0,2
3_3_58,147,10,Glob,197,0,3,2476,51,0.058823529411764705,2
3_3_59,147,11,VP,191,4,1,4636,44,0.022727272727272728,2
3_3_60,147,12,VP,199,0,1,2080,47,0.02127659574468085,2
3_3_61,147,13,NP,143,9,4,3721,49,0.08163265306122448,2
3_3_62,147,14,Glob,654,6,0,2435,41,0,2
3_3_63,147,15,NP,699,0,1,3125,42,0.023809523809523808,2
3_3_64,147,16,Glob,798,0,1,2053,44,0.022727272727272728,2
3_3_65,147,17,NP,591,0,0,2595,42,0,2
3_3_66,147,18,Glob,192,0,0,4730,44,0,2
3_3_67,147,19,Glob,305,1,2,3840,50,0.04,2
3_3_68,147,20,NP,218,0,0,3174,47,0,2
3_3_69,147,21,VP,500,2,0,1650,51,0,2
3_3_70,147,22,NP,168,4,1,1920,40,0.025,2
3_3_71,147,23,VP,140,1,0,2367,43,0,2
3_3_72,147,24,VP,194,0,1,4064,44,0.022727272727272728,2
3_4_49,148,1,VP,470,3,0,4496,43,0,2
3_4_50,148,2,VP,620,5,0,3594,44,0,2
3_4_51,148,3,NP,649,1,0,2573,47,0,2
3_4_52,148,4,Glob,884,5,3,3599,48,0.0625,2
3_4_53,148,5,NP,734,7,7,2168,49,0.14285714285714285,2
3_4_54,148,6,NP,994,0,0,3438,48,0,2
3_4_55,148,7,Glob,597,3,1,3509,49,0.02040816326530612,2
3_4_56,148,8,VP,959,1,0,2787,39,0,2
3_4_57,148,9,VP,867,7,0,3300,50,0,2
3_4_58,148,10,Glob,599,2,0,4685,51,0,2
3_4_59,148,11,NP,1125,1,0,3032,44,0,2
3_4_60,148,12,Glob,754,2,0,3084,48,0,2
3_4_61,148,13,NP,626,0,0,3691,49,0,2
3_4_62,148,14,VP,620,6,1,2795,42,0.023809523809523808,2
3_4_63,148,15,NP,714,1,0,2064,42,0,2
3_4_64,148,16,Glob,1254,4,8,4037,44,0.18181818181818182,2
3_4_65,148,17,Glob,698,0,0,2857,41,0,2
3_4_66,148,18,Glob,967,0,1,2737,44,0.022727272727272728,2
3_4_67,148,19,VP,611,5,1,4939,50,0.02,2
3_4_68,148,20,Glob,964,0,0,5808,47,0,2
3_4_69,148,21,VP,487,0,0,6769,51,0,2
3_4_70,148,22,NP,755,1,0,3816,40,0,2
3_4_71,148,23,VP,587,1,0,3249,43,0,2
3_4_72,148,24,NP,875,5,4,3206,43,0.09302325581395349,2
3_5_49,149,1,NP,1074,2,0,3656,43,0,2
3_5_50,149,2,VP,537,8,0,4328,44,0,2
3_5_51,149,3,NP,797,0,1,7094,47,0.02127659574468085,2
3_5_52,149,4,VP,436,1,0,5225,48,0,2
3_5_53,149,5,Glob,775,2,1,3187,49,0.02040816326530612,2
3_5_54,149,6,Glob,574,4,1,4576,48,0.020833333333333332,2
3_5_55,149,7,VP,536,0,1,2213,47,0.02127659574468085,2
3_5_56,149,8,NP,724,0,0,4449,39,0,2
3_5_57,149,9,NP,491,0,0,5699,50,0,2
3_5_58,149,10,VP,548,5,1,5666,53,0.018867924528301886,2
3_5_59,149,11,NP,749,3,0,2975,44,0,2
3_5_60,149,12,Glob,613,2,0,4077,48,0,2
3_5_61,149,13,NP,841,0,0,6631,49,0,2
3_5_62,149,14,Glob,749,2,0,2577,41,0,2
3_5_63,149,15,Glob,556,2,2,6035,43,0.046511627906976744,2
3_5_64,149,16,VP,1410,2,0,5339,44,0,2
3_5_65,149,17,VP,901,1,1,4800,42,0.023809523809523808,2
3_5_66,149,18,Glob,498,0,0,2147,44,0,2
3_5_67,149,19,VP,892,2,1,3293,50,0.02,2
3_5_68,149,20,Glob,418,0,2,4331,47,0.0425531914893617,2
3_5_69,149,21,VP,831,5,6,5713,51,0.11764705882352941,2
3_5_70,149,22,Glob,692,2,0,2898,39,0,2
3_5_71,149,23,NP,555,1,0,7883,43,0,2
3_5_72,149,24,NP,200,0,0,2903,43,0,2
3_6_49,150,1,NP,466,0,0,3005,43,0,2
3_6_50,150,2,NP,453,8,0,5034,44,0,2
3_6_51,150,3,Glob,212,4,3,1876,47,0.06382978723404255,2
3_6_52,150,4,VP,481,21,0,5164,48,0,2
3_6_53,150,5,VP,292,7,1,3582,49,0.02040816326530612,2
3_6_54,150,6,VP,391,10,11,2188,46,0.2391304347826087,2
3_6_55,150,7,NP,168,3,0,2554,47,0,2
3_6_56,150,8,Glob,121,0,0,3255,41,0,2
3_6_57,150,9,NP,395,7,0,2593,50,0,2
3_6_58,150,10,NP,87,5,0,2096,51,0,2
3_6_59,150,11,NP,122,1,0,3591,44,0,2
3_6_60,150,12,VP,205,9,7,2424,47,0.14893617021276595,2
3_6_61,150,13,Glob,420,6,0,3160,49,0,2
3_6_62,150,14,Glob,608,11,0,2345,41,0,2
3_6_63,150,15,VP,499,0,0,3983,42,0,2
3_6_64,150,16,Glob,502,13,3,1904,44,0.06818181818181818,2
3_6_65,150,17,VP,383,5,0,1945,42,0,2
3_6_66,150,18,VP,480,1,1,2228,44,0.022727272727272728,2
3_6_67,150,19,VP,440,2,1,4072,50,0.02,2
3_6_68,150,20,Glob,267,4,5,4349,47,0.10638297872340426,2
3_6_69,150,21,NP,545,10,0,3620,52,0,2
3_6_70,150,22,Glob,166,1,0,1978,39,0,2
3_6_71,150,23,NP,859,4,1,6508,43,0.023255813953488372,2
3_6_72,150,24,Glob,330,0,0,3125,43,0,2
3_7_49,151,1,Glob,539,0,0,2866,43,0,2
3_7_50,151,2,NP,1590,0,0,5477,44,0,2
3_7_51,151,3,VP,277,5,3,2334,47,0.06382978723404255,2
3_7_52,151,4,NP,684,0,0,2293,48,0,2
3_7_53,151,5,NP,1266,4,0,3617,49,0,2
3_7_54,151,6,VP,686,0,2,3611,46,0.043478260869565216,2
3_7_55,151,7,NP,673,4,0,2490,47,0,2
3_7_56,151,8,VP,693,3,0,3126,39,0,2
3_7_57,151,9,NP,772,2,0,4392,50,0,2
3_7_58,151,10,Glob,338,0,2,3497,51,0.0392156862745098,2
3_7_59,151,11,Glob,852,0,3,2043,44,0.06818181818181818,2
3_7_60,151,12,NP,299,0,0,3999,48,0,2
3_7_61,151,13,VP,1050,0,0,4531,48,0,2
3_7_62,151,14,VP,789,2,0,3969,42,0,2
3_7_63,151,15,VP,663,2,0,4929,42,0,2
3_7_64,151,16,Glob,358,1,8,2751,44,0.18181818181818182,2
3_7_65,151,17,VP,775,1,0,2730,42,0,2
3_7_66,151,18,Glob,593,1,0,3416,44,0,2
3_7_67,151,19,NP,1060,0,0,6474,50,0,2
3_7_68,151,20,VP,524,1,14,7277,50,0.28,2
3_7_69,151,21,NP,722,7,0,3108,52,0,2
3_7_70,151,22,Glob,800,2,2,2596,39,0.05128205128205128,2
3_7_71,151,23,Glob,881,0,0,2521,44,0,2
3_7_72,151,24,Glob,534,1,0,2428,43,0,2
3_8_49,152,1,VP,688,0,0,2331,43,0,2
3_8_50,152,2,Glob,669,0,3,2709,44,0.06818181818181818,2
3_8_51,152,3,NP,914,0,1,2165,47,0.02127659574468085,2
3_8_52,152,4,NP,901,0,2,2718,48,0.041666666666666664,2
3_8_53,152,5,NP,580,0,0,2592,49,0,2
3_8_54,152,6,NP,714,1,0,2997,48,0,2
3_8_55,152,7,NP,618,0,13,2024,47,0.2765957446808511,2
3_8_56,152,8,VP,819,0,1,1916,39,0.02564102564102564,2
3_8_57,152,9,Glob,815,2,1,1970,50,0.02,2
3_8_58,152,10,VP,663,0,11,2195,53,0.20754716981132076,2
3_8_59,152,11,VP,615,0,0,2194,44,0,2
3_8_60,152,12,Glob,603,0,1,2841,48,0.020833333333333332,2
3_8_61,152,13,VP,743,0,0,2278,48,0,2
3_8_62,152,14,NP,913,0,0,2670,41,0,2
3_8_63,152,15,VP,628,0,0,1684,42,0,2
3_8_64,152,16,VP,673,0,0,1631,44,0,2
3_8_65,152,17,NP,688,0,1,1711,42,0.023809523809523808,2
3_8_66,152,18,Glob,743,0,3,1878,44,0.06818181818181818,2
3_8_67,152,19,NP,704,0,21,1897,50,0.42,2
3_8_68,152,20,Glob,709,5,2,3134,47,0.0425531914893617,2
3_8_69,152,21,Glob,772,0,3,2251,52,0.057692307692307696,2
3_8_70,152,22,VP,990,1,0,1759,40,0,2
3_8_71,152,23,Glob,670,1,0,1852,44,0,2
3_8_72,152,24,Glob,968,0,0,1879,43,0,2
3_9_49,153,1,NP,889,1,0,4381,43,0,2
3_9_50,153,2,VP,955,3,3,3680,44,0.06818181818181818,2
3_9_51,153,3,NP,239,3,0,4603,47,0,2
3_9_52,153,4,Glob,335,0,4,2103,48,0.08333333333333333,2
3_9_53,153,5,NP,1205,10,0,3777,49,0,2
3_9_54,153,6,NP,120,6,1,5756,48,0.020833333333333332,2
3_9_55,153,7,Glob,536,4,0,4304,49,0,2
3_9_56,153,8,NP,779,0,0,3122,39,0,2
3_9_57,153,9,VP,693,9,3,4095,50,0.06,2
3_9_58,153,10,VP,191,6,3,3328,53,0.05660377358490566,2
3_9_59,153,11,VP,466,4,0,3466,44,0,2
3_9_60,153,12,VP,636,9,0,4943,47,0,2
3_9_61,153,13,VP,422,4,4,2778,48,0.08333333333333333,2
3_9_62,153,14,Glob,346,8,0,2800,41,0,2
3_9_63,153,15,NP,269,2,0,2359,42,0,2
3_9_64,153,16,NP,433,6,0,2480,44,0,2
3_9_65,153,17,NP,751,0,0,4170,42,0,2
3_9_66,153,18,VP,354,2,1,2842,44,0.022727272727272728,2
3_9_67,153,19,Glob,560,3,1,4080,50,0.02,2
3_9_68,153,20,Glob,319,9,0,5195,47,0,2
3_9_69,153,21,Glob,781,8,1,3928,52,0.019230769230769232,2
3_9_70,153,22,Glob,285,0,0,2170,39,0,2
3_9_71,153,23,Glob,1503,2,0,3952,44,0,2
3_9_72,153,24,VP,138,0,0,4447,44,0,2
4_1_49,154,1,NP,717,0,0,2860,43,0,2
4_1_50,154,2,NP,1502,0,4,4844,44,0.09090909090909091,2
4_1_51,154,3,Glob,806,0,4,2718,47,0.0851063829787234,2
4_1_52,154,4,VP,507,7,5,3775,48,0.10416666666666667,2
4_1_53,154,5,Glob,577,0,0,3072,49,0,2
4_1_54,154,6,NP,648,2,7,5814,48,0.14583333333333334,2
4_1_55,154,7,Glob,647,2,1,2786,49,0.02040816326530612,2
4_1_56,154,8,VP,457,0,0,2479,39,0,2
4_1_57,154,9,VP,780,0,3,6184,50,0.06,2
4_1_58,154,10,Glob,626,2,0,3997,51,0,2
4_1_59,154,11,Glob,440,13,3,5047,44,0.06818181818181818,2
4_1_60,154,12,Glob,350,8,3,3319,48,0.0625,2
4_1_61,154,13,NP,617,0,0,4358,49,0,2
4_1_62,154,14,Glob,650,8,0,4599,41,0,2
4_1_63,154,15,VP,520,3,0,3988,42,0,2
4_1_64,154,16,VP,705,9,0,3155,44,0,2
4_1_65,154,17,VP,452,1,2,3350,42,0.047619047619047616,2
4_1_66,154,18,Glob,562,7,0,2556,44,0,2
4_1_67,154,19,NP,784,4,3,4912,50,0.06,2
4_1_68,154,20,NP,499,1,0,5266,47,0,2
4_1_69,154,21,VP,619,0,4,4156,51,0.0784313725490196,2
4_1_70,154,22,VP,926,0,3,3684,40,0.075,2
4_1_71,154,23,NP,692,0,3,4306,43,0.06976744186046512,2
4_1_72,154,24,NP,402,3,0,3340,43,0,2
4_2_49,155,1,Glob,477,5,1,5259,43,0.023255813953488372,2
4_2_52,155,4,NP,1131,14,19,3808,48,0.3958333333333333,2
4_2_54,155,6,VP,774,5,0,3761,46,0,2
4_2_55,155,7,VP,1138,1,0,8325,47,0,2
4_2_56,155,8,NP,941,2,0,6752,39,0,2
4_2_57,155,9,Glob,608,7,0,6856,50,0,2
4_2_59,155,11,NP,594,1,0,2999,44,0,2
4_2_61,155,13,VP,814,1,0,3445,48,0,2
4_2_64,155,16,Glob,1063,1,0,3828,44,0,2
4_2_66,155,18,VP,716,2,0,3600,44,0,2
4_2_69,155,21,NP,712,5,0,4181,52,0,2
4_2_70,155,22,NP,765,12,0,3468,40,0,2
4_2_71,155,23,NP,655,0,0,6754,43,0,2
4_2_72,155,24,VP,653,2,0,6594,44,0,2
4_3_49,156,1,Glob,780,0,0,4026,43,0,2
4_3_50,156,2,Glob,708,0,3,3190,44,0.06818181818181818,2
4_3_51,156,3,Glob,559,0,0,2071,47,0,2
4_3_52,156,4,NP,567,0,4,2954,48,0.08333333333333333,2
4_3_53,156,5,VP,461,1,4,3775,49,0.08163265306122448,2
4_3_54,156,6,NP,697,1,3,3574,48,0.0625,2
4_3_55,156,7,Glob,502,2,3,3685,49,0.061224489795918366,2
4_3_56,156,8,VP,608,1,4,1803,39,0.10256410256410256,2
4_3_57,156,9,NP,698,0,4,4756,50,0.08,2
4_3_58,156,10,NP,710,0,4,3285,51,0.0784313725490196,2
4_3_59,156,11,VP,657,1,3,2390,44,0.06818181818181818,2
4_3_60,156,12,VP,583,2,3,2563,47,0.06382978723404255,2
4_3_61,156,13,VP,853,0,4,2425,48,0.08333333333333333,2
4_3_62,156,14,Glob,822,1,0,2744,41,0,2
4_3_63,156,15,NP,204,1,4,2899,42,0.09523809523809523,2
4_3_64,156,16,Glob,428,0,3,3642,44,0.06818181818181818,2
4_3_65,156,17,VP,745,0,3,4533,42,0.07142857142857142,2
4_3_66,156,18,Glob,491,3,3,2510,44,0.06818181818181818,2
4_3_67,156,19,NP,1194,0,27,3405,50,0.54,2
4_3_68,156,20,VP,448,0,12,7280,50,0.24,2
4_3_69,156,21,NP,655,1,0,2853,52,0,2
4_3_70,156,22,Glob,502,1,3,2180,39,0.07692307692307693,2
4_3_71,156,23,VP,762,0,3,3614,43,0.06976744186046512,2
4_3_72,156,24,NP,464,1,4,2796,43,0.09302325581395349,2
4_4_49,157,1,Glob,786,0,21,2533,43,0.4883720930232558,2
4_4_50,157,2,Glob,487,0,0,2679,44,0,2
4_4_51,157,3,VP,550,7,3,2104,47,0.06382978723404255,2
4_4_52,157,4,Glob,719,0,0,3670,48,0,2
4_4_53,157,5,Glob,802,5,2,2832,49,0.04081632653061224,2
4_4_54,157,6,NP,808,8,0,3254,48,0,2
4_4_55,157,7,NP,549,5,0,1952,47,0,2
4_4_56,157,8,NP,716,5,0,1784,39,0,2
4_4_57,157,9,VP,604,9,0,2700,50,0,2
4_4_58,157,10,VP,747,4,3,2940,53,0.05660377358490566,2
4_4_59,157,11,VP,524,0,0,1899,44,0,2
4_4_60,157,12,NP,580,0,0,4267,48,0,2
4_4_61,157,13,NP,855,1,0,2529,49,0,2
4_4_62,157,14,VP,634,8,1,3298,42,0.023809523809523808,2
4_4_63,157,15,VP,789,2,0,3159,42,0,2
4_4_64,157,16,Glob,918,0,1,3246,44,0.022727272727272728,2
4_4_65,157,17,NP,624,1,0,2670,42,0,2
4_4_66,157,18,Glob,802,0,0,2016,44,0,2
4_4_67,157,19,NP,647,6,38,2488,50,0.76,2
4_4_68,157,20,Glob,446,6,2,2460,47,0.0425531914893617,2
4_4_69,157,21,VP,559,2,1,2621,51,0.0196078431372549,2
4_4_70,157,22,VP,603,4,21,2941,40,0.525,2
4_4_71,157,23,NP,870,0,0,3195,43,0,2
4_4_72,157,24,Glob,707,0,1,2916,43,0.023255813953488372,2
4_5_49,158,1,VP,265,0,3,2805,43,0.06976744186046512,2
