trial_id,subj,item,np,onset,n_edits,ld,ReadDur,slen,ldlen,exp
4_5_50,158,2,Glob,490,2,0,2208,44,0,2
4_5_51,158,3,Glob,290,3,0,2505,47,0,2
4_5_52,158,4,Glob,298,0,4,2765,48,0.08333333333333333,2
4_5_53,158,5,NP,268,6,8,1900,49,0.16326530612244897,2
4_5_54,158,6,Glob,282,3,0,2421,48,0,2
4_5_55,158,7,VP,1185,1,0,3382,47,0,2
4_5_56,158,8,NP,344,1,4,2988,39,0.10256410256410256,2
4_5_57,158,9,VP,392,0,3,1829,50,0.06,2
4_5_58,158,10,NP,933,6,1,3410,51,0.0196078431372549,2
4_5_59,158,11,NP,403,0,0,2040,44,0,2
4_5_60,158,12,VP,370,3,3,1866,47,0.06382978723404255,2
4_5_61,158,13,VP,385,17,9,3680,48,0.1875,2
4_5_62,158,14,NP,306,0,0,3390,41,0,2
4_5_63,158,15,NP,216,0,0,2247,42,0,2
4_5_64,158,16,VP,502,4,0,3594,44,0,2
4_5_65,158,17,NP,480,6,0,2320,42,0,2
4_5_66,158,18,Glob,417,4,4,3339,44,0.09090909090909091,2
4_5_67,158,19,VP,402,2,5,3065,50,0.1,2
4_5_68,158,20,Glob,614,3,2,2879,47,0.0425531914893617,2
4_5_69,158,21,NP,476,2,12,2101,52,0.23076923076923078,2
4_5_70,158,22,Glob,554,1,0,5188,39,0,2
4_5_71,158,23,Glob,366,1,0,2102,44,0,2
4_5_72,158,24,VP,659,0,0,1481,44,0,2
4_6_49,159,1,Glob,975,12,0,4769,43,0,2
4_6_50,159,2,VP,893,1,0,4351,44,0,2
4_6_51,159,3,NP,820,5,1,4967,47,0.02127659574468085,2
4_6_52,159,4,Glob,808,4,4,2353,48,0.08333333333333333,2
4_6_53,159,5,VP,1179,6,2,2974,49,0.04081632653061224,2
4_6_54,159,6,Glob,753,1,3,6688,48,0.0625,2
4_6_55,159,7,VP,646,1,0,3153,47,0,2
4_6_56,159,8,Glob,690,14,0,3624,41,0,2
4_6_57,159,9,NP,833,8,0,5573,50,0,2
4_6_58,159,10,NP,879,2,1,6419,51,0.0196078431372549,2
4_6_59,159,11,VP,726,3,0,5163,44,0,2
4_6_60,159,12,NP,717,10,4,3168,48,0.08333333333333333,2
4_6_61,159,13,NP,702,7,0,2446,49,0,2
4_6_62,159,14,VP,835,8,0,5667,42,0,2
4_6_63,159,15,NP,754,7,0,4950,42,0,2
4_6_64,159,16,NP,1004,14,0,6616,44,0,2
4_6_65,159,17,VP,911,2,0,4618,42,0,2
4_6_66,159,18,VP,675,6,1,6067,44,0.022727272727272728,2
4_6_67,159,19,NP,931,0,1,5649,50,0.02,2
4_6_68,159,20,Glob,654,34,2,6953,47,0.0425531914893617,2
4_6_69,159,21,Glob,797,6,1,7845,52,0.019230769230769232,2
4_6_70,159,22,Glob,323,7,0,2765,39,0,2
4_6_71,159,23,VP,553,2,8,5056,43,0.18604651162790697,2
4_6_72,159,24,Glob,651,18,0,7507,43,0,2
4_7_49,160,1,NP,202,39,1,4822,43,0.023255813953488372,2
4_7_50,160,2,Glob,252,1,3,3291,44,0.06818181818181818,2
4_7_51,160,3,VP,1025,0,3,4647,47,0.06382978723404255,2
4_7_52,160,4,VP,277,2,4,6520,48,0.08333333333333333,2
4_7_53,160,5,VP,700,0,6,3225,49,0.12244897959183673,2
4_7_54,160,6,Glob,401,9,3,4654,48,0.0625,2
4_7_55,160,7,NP,481,2,3,7721,47,0.06382978723404255,2
4_7_56,160,8,Glob,298,0,6,4541,41,0.14634146341463414,2
4_7_57,160,9,VP,229,5,3,3902,50,0.06,2
4_7_58,160,10,Glob,306,2,3,4182,51,0.058823529411764705,2
4_7_59,160,11,NP,428,0,0,3085,44,0,2
4_7_60,160,12,NP,1794,7,9,6616,48,0.1875,2
4_7_61,160,13,NP,298,2,16,2423,49,0.32653061224489793,2
4_7_62,160,14,NP,719,34,7,7030,41,0.17073170731707318,2
4_7_63,160,15,VP,285,8,0,5052,42,0,2
4_7_64,160,16,VP,245,1,6,5810,44,0.13636363636363635,2
4_7_65,160,17,NP,249,3,0,2747,42,0,2
4_7_66,160,18,NP,81,6,0,3957,44,0,2
4_7_67,160,19,Glob,560,9,10,6079,50,0.2,2
4_7_68,160,20,VP,387,6,21,8965,50,0.42,2
4_7_69,160,21,VP,702,1,4,4568,51,0.0784313725490196,2
4_7_70,160,22,Glob,292,0,0,2766,39,0,2
4_7_71,160,23,Glob,183,8,3,2912,44,0.06818181818181818,2
4_7_72,160,24,Glob,180,1,0,2500,43,0,2
4_8_49,161,1,VP,443,0,0,2258,43,0,2
4_8_50,161,2,NP,660,1,4,4425,44,0.09090909090909091,2
4_8_51,161,3,VP,525,0,0,2516,47,0,2
4_8_52,161,4,Glob,170,2,0,3148,48,0,2
4_8_53,161,5,NP,325,1,0,2626,49,0,2
4_8_54,161,6,VP,393,0,0,2180,46,0,2
4_8_55,161,7,VP,138,1,1,1531,47,0.02127659574468085,2
4_8_56,161,8,Glob,503,0,2,2718,41,0.04878048780487805,2
4_8_57,161,9,NP,835,0,0,4608,50,0,2
4_8_58,161,10,Glob,416,1,4,3253,51,0.0784313725490196,2
4_8_59,161,11,NP,291,0,0,3340,44,0,2
4_8_60,161,12,Glob,383,1,0,3155,48,0,2
4_8_61,161,13,VP,469,0,0,1828,48,0,2
4_8_62,161,14,NP,152,1,0,2369,41,0,2
4_8_63,161,15,NP,535,0,1,2178,42,0.023809523809523808,2
4_8_64,161,16,NP,297,1,0,2690,44,0,2
4_8_65,161,17,Glob,259,8,0,2292,41,0,2
4_8_66,161,18,VP,350,0,0,2332,44,0,2
4_8_67,161,19,VP,540,8,4,2425,50,0.08,2
4_8_68,161,20,NP,256,0,0,2714,47,0,2
4_8_69,161,21,Glob,751,0,1,3069,52,0.019230769230769232,2
4_8_70,161,22,VP,393,0,0,2630,40,0,2
4_8_71,161,23,Glob,90,0,0,2459,44,0,2
4_8_72,161,24,Glob,492,5,5,3467,43,0.11627906976744186,2
4_9_49,162,1,VP,212,2,0,2815,43,0,2
4_9_50,162,2,VP,264,0,0,3730,44,0,2
4_9_51,162,3,NP,234,0,1,2300,47,0.02127659574468085,2
4_9_52,162,4,NP,436,0,0,3199,48,0,2
4_9_53,162,5,VP,190,0,2,2262,49,0.04081632653061224,2
4_9_54,162,6,Glob,950,3,2,5670,48,0.041666666666666664,2
4_9_55,162,7,NP,142,1,2,3101,47,0.0425531914893617,2
4_9_56,162,8,VP,1140,0,4,2876,39,0.10256410256410256,2
4_9_57,162,9,NP,157,0,0,3443,50,0,2
4_9_58,162,10,Glob,611,3,0,4015,51,0,2
4_9_59,162,11,VP,270,0,0,3051,44,0,2
4_9_60,162,12,Glob,443,0,2,4390,48,0.041666666666666664,2
4_9_61,162,13,NP,984,5,0,5438,49,0,2
4_9_62,162,14,Glob,685,6,1,3961,41,0.024390243902439025,2
4_9_63,162,15,Glob,255,0,0,3353,43,0,2
4_9_64,162,16,NP,311,0,0,2653,44,0,2
4_9_65,162,17,VP,123,0,0,2558,42,0,2
4_9_66,162,18,NP,857,0,0,2847,44,0,2
4_9_67,162,19,Glob,265,2,1,2080,50,0.02,2
4_9_68,162,20,VP,246,23,4,6560,50,0.08,2
4_9_69,162,21,Glob,205,0,11,4353,52,0.21153846153846154,2
4_9_70,162,22,NP,549,0,0,2583,40,0,2
4_9_71,162,23,Glob,236,0,0,2668,44,0,2
4_9_72,162,24,VP,528,3,0,3998,44,0,2
